school_name,meal_date,dish_category,dish_name,is_veg,ingredients,ingredient_count,summary,score,reference
新北市中和區積穗國中,2026-03-31,主菜,麻油雞,False,杏鮑菇、雞胸肉、骨腿(肉雞)、高麗菜,4,雞肉搭配蔬菜，蛋白質與纖維豐富,4,"[""雞胸肉"", ""杏鮑菇"", ""高麗菜""]"
新北市中和區自強國中,2026-03-31,主菜,麻油雞,False,杏鮑菇、雞胸肉、骨腿(肉雞)、高麗菜,4,雞肉搭配蔬菜，蛋白質與纖維豐富,4,"[""雞胸肉"", ""杏鮑菇"", ""高麗菜""]"
新北市中和區自強國小,2026-03-31,主菜,麻油雞,False,杏鮑菇、雞胸肉、骨腿(肉雞)、高麗菜,4,雞肉搭配蔬菜，蛋白質與纖維豐富,4,"[""雞胸肉"", ""杏鮑菇"", ""高麗菜""]"
新北市中和區錦和國小,2026-03-31,主菜,麻油雞,False,杏鮑菇、雞胸肉、骨腿(肉雞)、高麗菜,4,雞肉搭配蔬菜，蛋白質與纖維豐富,4,"[""雞胸肉"", ""杏鮑菇"", ""高麗菜""]"
新北市中和區錦和高中,2026-03-31,主菜,麻油雞,False,杏鮑菇、雞胸肉、骨腿(肉雞)、高麗菜,4,雞肉搭配蔬菜，蛋白質與纖維豐富,4,"[""雞胸肉"", ""杏鮑菇"", ""高麗菜""]"
新北市土城區中正國中,2026-03-31,主菜,麻油雞,False,杏鮑菇、雞胸肉、骨腿(肉雞)、高麗菜,4,雞肉搭配蔬菜，蛋白質與纖維豐富,4,"[""雞胸肉"", ""杏鮑菇"", ""高麗菜""]"
新北市土城區土城國小,2026-03-31,主菜,麻油雞,False,杏鮑菇、雞胸肉、骨腿(肉雞)、高麗菜,4,雞肉搭配蔬菜，蛋白質與纖維豐富,4,"[""雞胸肉"", ""杏鮑菇"", ""高麗菜""]"
新北市土城區廣福國小,2026-03-31,主菜,麻油雞,False,杏鮑菇、雞胸肉、骨腿(肉雞)、高麗菜,4,雞肉搭配蔬菜，蛋白質與纖維豐富,4,"[""雞胸肉"", ""杏鮑菇"", ""高麗菜""]"
新北市土城區樂利國小,2026-03-31,主菜,麻油雞,False,杏鮑菇、雞胸肉、骨腿(肉雞)、高麗菜,4,雞肉搭配蔬菜，蛋白質與纖維豐富,4,"[""雞胸肉"", ""杏鮑菇"", ""高麗菜""]"
新北市土城區清水國小,2026-03-31,主菜,麻油雞,False,杏鮑菇、雞胸肉、骨腿(肉雞)、高麗菜,4,雞肉搭配蔬菜，蛋白質與纖維豐富,4,"[""雞胸肉"", ""杏鮑菇"", ""高麗菜""]"
新北市新莊區丹鳳國小,2026-03-31,主菜,麻油雞,False,杏鮑菇、雞胸肉、骨腿(肉雞)、高麗菜,4,雞肉搭配蔬菜，蛋白質與纖維豐富,4,"[""雞胸肉"", ""杏鮑菇"", ""高麗菜""]"
新北市新莊區丹鳳高中,2026-03-31,主菜,麻油雞,False,杏鮑菇、雞胸肉、骨腿(肉雞)、高麗菜,4,雞肉搭配蔬菜，蛋白質與纖維豐富,4,"[""雞胸肉"", ""杏鮑菇"", ""高麗菜""]"
新北市新莊區新莊國小,2026-03-31,主菜,麻油雞,False,杏鮑菇、雞胸肉、骨腿(肉雞)、高麗菜,4,雞肉搭配蔬菜，蛋白質與纖維豐富,4,"[""雞胸肉"", ""杏鮑菇"", ""高麗菜""]"
新北市新莊區民安國小,2026-03-31,主菜,麻油雞,False,杏鮑菇、雞胸肉、骨腿(肉雞)、高麗菜,4,雞肉搭配蔬菜，蛋白質與纖維豐富,4,"[""雞胸肉"", ""杏鮑菇"", ""高麗菜""]"
新北市新莊區頭前國中,2026-03-31,主菜,麻油雞,False,杏鮑菇、雞胸肉、骨腿(肉雞)、高麗菜,4,雞肉搭配蔬菜，蛋白質與纖維豐富,4,"[""雞胸肉"", ""杏鮑菇"", ""高麗菜""]"
新北市板橋區中山國中,2026-03-31,主菜,麻油雞,False,杏鮑菇、雞胸肉、骨腿(肉雞)、高麗菜,4,雞肉搭配蔬菜，蛋白質與纖維豐富,4,"[""雞胸肉"", ""杏鮑菇"", ""高麗菜""]"
新北市板橋區光復高中,2026-03-31,主菜,麻油雞,False,杏鮑菇、雞胸肉、骨腿(肉雞)、高麗菜,4,雞肉搭配蔬菜，蛋白質與纖維豐富,4,"[""雞胸肉"", ""杏鮑菇"", ""高麗菜""]"
新北市板橋區埔墘國小,2026-03-31,主菜,麻油雞,False,杏鮑菇、雞胸肉、骨腿(肉雞)、高麗菜,4,雞肉搭配蔬菜，蛋白質與纖維豐富,4,"[""雞胸肉"", ""杏鮑菇"", ""高麗菜""]"
新北市板橋區沙崙國小,2026-03-31,主菜,麻油雞,False,杏鮑菇、雞胸肉、骨腿(肉雞)、高麗菜,4,雞肉搭配蔬菜，蛋白質與纖維豐富,4,"[""雞胸肉"", ""杏鮑菇"", ""高麗菜""]"
新北市板橋區海山高中,2026-03-31,主菜,麻油雞,False,杏鮑菇、雞胸肉、骨腿(肉雞)、高麗菜,4,雞肉搭配蔬菜，蛋白質與纖維豐富,4,"[""雞胸肉"", ""杏鮑菇"", ""高麗菜""]"
新北市板橋區溪崑國中,2026-03-31,主菜,麻油雞,False,杏鮑菇、雞胸肉、骨腿(肉雞)、高麗菜,4,雞肉搭配蔬菜，蛋白質與纖維豐富,4,"[""雞胸肉"", ""杏鮑菇"", ""高麗菜""]"
新北市板橋區重慶國中,2026-03-31,主菜,麻油雞,False,杏鮑菇、雞胸肉、骨腿(肉雞)、高麗菜,4,雞肉搭配蔬菜，蛋白質與纖維豐富,4,"[""雞胸肉"", ""杏鮑菇"", ""高麗菜""]"
新北市板橋區重慶國小,2026-03-31,主菜,麻油雞,False,杏鮑菇、雞胸肉、骨腿(肉雞)、高麗菜,4,雞肉搭配蔬菜，蛋白質與纖維豐富,4,"[""雞胸肉"", ""杏鮑菇"", ""高麗菜""]"
新北市永和區永和國中,2026-03-31,主菜,麻油雞,False,杏鮑菇、雞胸肉、骨腿(肉雞)、高麗菜,4,雞肉搭配蔬菜，蛋白質與纖維豐富,4,"[""雞胸肉"", ""杏鮑菇"", ""高麗菜""]"
新北市永和區永和國小,2026-03-31,主菜,麻油雞,False,杏鮑菇、雞胸肉、骨腿(肉雞)、高麗菜,4,雞肉搭配蔬菜，蛋白質與纖維豐富,4,"[""雞胸肉"", ""杏鮑菇"", ""高麗菜""]"
新北市永和區永平高中,2026-03-31,主菜,麻油雞,False,杏鮑菇、雞胸肉、骨腿(肉雞)、高麗菜,4,雞肉搭配蔬菜，蛋白質與纖維豐富,4,"[""雞胸肉"", ""杏鮑菇"", ""高麗菜""]"
新北市永和區福和國中,2026-03-31,主菜,麻油雞,False,杏鮑菇、雞胸肉、骨腿(肉雞)、高麗菜,4,雞肉搭配蔬菜，蛋白質與纖維豐富,4,"[""雞胸肉"", ""杏鮑菇"", ""高麗菜""]"
新北市泰山區明志國小,2026-03-31,主菜,麻油雞,False,杏鮑菇、雞胸肉、骨腿(肉雞)、高麗菜,4,雞肉搭配蔬菜，蛋白質與纖維豐富,4,"[""雞胸肉"", ""杏鮑菇"", ""高麗菜""]"
新北市泰山區義學國小,2026-03-31,主菜,麻油雞,False,杏鮑菇、雞胸肉、骨腿(肉雞)、高麗菜,4,雞肉搭配蔬菜，蛋白質與纖維豐富,4,"[""雞胸肉"", ""杏鮑菇"", ""高麗菜""]"
新北市蘆洲區忠義國小,2026-03-31,主菜,麻油雞,False,杏鮑菇、雞胸肉、骨腿(肉雞)、高麗菜,4,雞肉搭配蔬菜，蛋白質與纖維豐富,4,"[""雞胸肉"", ""杏鮑菇"", ""高麗菜""]"
新北市蘆洲區鷺江國中,2026-03-31,主菜,麻油雞,False,杏鮑菇、雞胸肉、骨腿(肉雞)、高麗菜,4,雞肉搭配蔬菜，蛋白質與纖維豐富,4,"[""雞胸肉"", ""杏鮑菇"", ""高麗菜""]"
新北市蘆洲區鷺江國小,2026-03-31,主菜,麻油雞,False,杏鮑菇、雞胸肉、骨腿(肉雞)、高麗菜,4,雞肉搭配蔬菜，蛋白質與纖維豐富,4,"[""雞胸肉"", ""杏鮑菇"", ""高麗菜""]"
新北市三峽區三峽國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市三峽區介壽國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市三峽區北大高中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市三峽區安溪國中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市三峽區安溪國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市三重區三重商工,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市三重區三重高中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市三重區二重國中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市三重區二重國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市三重區修德國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市三重區光興國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市三重區厚德國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市三重區明志國中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市三重區正義國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市三重區私立東海高中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市三重區私立格致高中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市三重區私立穀保家商,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市三重區私立金陵女中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市三重區集美國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市中和區中和國中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市中和區復興國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市中和區私立南山高中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市中和區私立竹林高中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市中和區積穗國中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市中和區自強國中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市中和區自強國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市中和區興南國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市中和區錦和國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市中和區錦和高中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市五股區五股國中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市土城區中正國中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市土城區土城國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市土城區廣福國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市土城區樂利國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市土城區清水國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市土城區清水高中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市新店區中信國際學校財團法人新北市新店區私立中信高中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市新店區五峰國中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市新店區北新國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市新店區大豐國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市新店區安康高中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市新店區新和國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市新店區私立康橋高中青山校區,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市新店區私立莊敬工家,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市新莊區丹鳳國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市新莊區丹鳳高中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市新莊區光華國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市新莊區新泰國中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市新莊區新莊國中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市新莊區新莊國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市新莊區榮富國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市新莊區民安國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市新莊區頭前國中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市板橋區中山國中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市板橋區信義國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市板橋區光復高中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市板橋區埔墘國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市板橋區文德國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市板橋區文聖國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市板橋區新埔國中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市板橋區新埔國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市板橋區江翠國中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市板橋區江翠國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市板橋區沙崙國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市板橋區海山高中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市板橋區溪崑國中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市板橋區重慶國中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市板橋區重慶國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市林口區佳林國中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市林口區南勢國中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市林口區崇林國中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市林口區東湖國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市林口區林口國中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市林口區林口國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市林口區林口高中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市林口區瑞平國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市林口區私立康橋國際高中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市林口區頭湖國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市林口區麗園國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市林口區麗林國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市樹林區桃子腳國中(小),2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市樹林區樹林國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市永和區永和國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市永和區永平高中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市永和區福和國中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市泰山區明志國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市泰山區泰山國中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市泰山區泰山高中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市泰山區義學國中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市泰山區義學國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市瑞芳區私立時雨高中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市萬里區野柳國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市蘆洲區三民高中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市蘆洲區仁愛國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市蘆洲區忠義國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市蘆洲區私立徐匯高中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市蘆洲區鷺江國中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市蘆洲區鷺江國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
新北市雙溪區上林國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
臺北市中山區中山女中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
臺北市中山區北安國中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
臺北市中山區大同高中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
臺北市中山區長安國中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
臺北市中正區南門國中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
臺北市中正區古亭國中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
臺北市中正區建國高中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
臺北市信義區信義國中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
臺北市信義區松山高中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
臺北市信義區興雅國中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
臺北市內湖區三民國中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
臺北市內湖區內湖高中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
臺北市內湖區麗山高中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
臺北市北投區新民國中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
臺北市北投區桃源國中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
臺北市北投區泉源實驗國小,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
臺北市北投區私立幼華高中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
臺北市北投區私立惇敘工商,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
臺北市北投區關渡國中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
臺北市南港區誠正國中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
臺北市士林區私立華岡藝術學校,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
臺北市士林區至善國中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
臺北市士林區蘭雅國中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
臺北市士林區陽明高中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
臺北市大同區建成國中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
臺北市大同區忠孝國中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
臺北市大同區成淵高中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
臺北市大同區民權國中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
臺北市大安區大安高工,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
臺北市大安區懷生國中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
臺北市大安區民族實驗國中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
臺北市大安區私立延平高中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
臺北市大安區龍門國中,2026-03-31,主食,白飯,False,白米,1,純粹碳水化合物，缺乏蛋白質與纖維,3,"[""白米"", ""煮""]"
